index|name|length|gloss|char|word|postag
004741|S001705_P0004_T00|217|研究 蓝牙 技术 原来 理 和 什么 实践 过程 老师 介绍 介绍|老 师 最 后 介 绍 了 研 制 蓝 牙 数 据 终 端 的 设 计 原 理 和 实 现 过 程 。|老师 最后 介绍 了 研制 蓝牙 数据 终端 的 设计 原理 和 实现 过程 。|n f v u v n n n u vn n c vn n w
004742|S001705_P0005_T00|234|研究 蓝牙 技术 原来 理 和 什么 实践 过程 老师 介绍 介绍|老 师 最 后 介 绍 了 研 制 蓝 牙 数 据 终 端 的 设 计 原 理 和 实 现 过 程 。|老师 最后 介绍 了 研制 蓝牙 数据 终端 的 设计 原理 和 实现 过程 。|n f v u v n n n u vn n c vn n w
004743|S001706_P0000_T00|170|蓝牙 技术 给 我 生活 方便|蓝 牙 技 术 让 我 们 的 生 活 变 得 更 加 方 便 。|蓝牙 技术 让 我们 的 生活 变 得 更加 方便 。|n n v r u n v u d a w
004744|S001706_P0004_T00|135|蓝牙 技术 给 我 生活 方便|蓝 牙 技 术 让 我 们 的 生 活 变 得 更 加 方 便 。|蓝牙 技术 让 我们 的 生活 变 得 更加 方便 。|n n v r u n v u d a w
004745|S001706_P0005_T00|133|蓝牙 技术 给 我 生活 方便|蓝 牙 技 术 让 我 们 的 生 活 变 得 更 加 方 便 。|蓝牙 技术 让 我们 的 生活 变 得 更加 方便 。|n n v r u n v u d a w
004746|S001707_P0000_T00|112|蓝牙 规定 限制 蓝牙 用 用|蓝 牙 协 议 对 蓝 牙 的 使 用 做 了 一 些 规 定 。|蓝牙 协议 对 蓝牙 的 使用 做 了 一些 规定 。|ns n p n u vn v u m n w
004747|S001707_P0004_T00|118|蓝牙 规定 限制 蓝牙 用 用|蓝 牙 协 议 对 蓝 牙 的 使 用 做 了 一 些 规 定 。|蓝牙 协议 对 蓝牙 的 使用 做 了 一些 规定 。|ns n p n u vn v u m n w
004748|S001707_P0005_T00|114|蓝牙 规定 限制 蓝牙 用 用|蓝 牙 协 议 对 蓝 牙 的 使 用 做 了 一 些 规 定 。|蓝牙 协议 对 蓝牙 的 使用 做 了 一些 规定 。|ns n p n u vn v u m n w
004749|S001708_P0000_T00|102|今天 社会 蓝牙 用 用 多 多|现 代 社 会 中 ， 蓝 牙 的 使 用 十 分 普 遍 。|现代 社会 中 ， 蓝牙 的 使用 十分 普遍 。|t n f w n u vn d a w
004750|S001708_P0004_T00|100|今天 社会 蓝牙 用 用 多 多|现 代 社 会 中 ， 蓝 牙 的 使 用 十 分 普 遍 。|现代 社会 中 ， 蓝牙 的 使用 十分 普遍 。|t n f w n u vn d a w
004751|S001708_P0005_T00|91|今天 社会 蓝牙 用 用 多 多|现 代 社 会 中 ， 蓝 牙 的 使 用 十 分 普 遍 。|现代 社会 中 ， 蓝牙 的 使用 十分 普遍 。|t n f w n u vn d a w
004752|S001709_P0000_T00|133|科学 发展 趋势 蓝牙 技术 提高|随 着 科 技 的 发 展 ， 蓝 牙 技 术 也 逐 步 提 升 。|随着 科技 的 发展 ， 蓝牙 技术 也 逐步 提升 。|p n u vn w n n d d v w
004753|S001709_P0004_T00|131|科学 发展 趋势 蓝牙 技术 提高|随 着 科 技 的 发 展 ， 蓝 牙 技 术 也 逐 步 提 升 。|随着 科技 的 发展 ， 蓝牙 技术 也 逐步 提升 。|p n u vn w n n d d v w
004754|S001709_P0005_T00|121|科学 发展 趋势 蓝牙 技术 提高|随 着 科 技 的 发 展 ， 蓝 牙 技 术 也 逐 步 提 升 。|随着 科技 的 发展 ， 蓝牙 技术 也 逐步 提升 。|p n u vn w n n d d v w
004755|S001710_P0000_T00|142|蓝牙 可以 帮助 我们 给 多 服务|蓝 牙 能 为 我 们 提 供 多 方 面 的 服 务 。|蓝牙 能 为 我们 提供 多 方面 的 服务 。|n v v r v a n u vn w
004756|S001710_P0004_T00|134|蓝牙 可以 帮助 我们 给 多 服务|蓝 牙 能 为 我 们 提 供 多 方 面 的 服 务 。|蓝牙 能 为 我们 提供 多 方面 的 服务 。|n v v r v a n u vn w
004757|S001710_P0005_T00|139|蓝牙 可以 帮助 我们 给 多 服务|蓝 牙 能 为 我 们 提 供 多 方 面 的 服 务 。|蓝牙 能 为 我们 提供 多 方面 的 服务 。|n v v r v a n u vn w
004758|S001711_P0000_T00|153|这 公司 在 这 蓝牙 设计 秘密 改变 改变 安全|这 家 公 司 在 逐 步 完 善 蓝 牙 的 机 密 性 与 安 全 性 。|这家 公司 在 逐步 完善 蓝牙 的 机密性 与 安全性 。|r n p d v n u n c n w
004759|S001711_P0004_T00|147|这 公司 在 这 蓝牙 设计 秘密 改变 改变 安全|这 家 公 司 在 逐 步 完 善 蓝 牙 的 机 密 性 与 安 全 性 。|这家 公司 在 逐步 完善 蓝牙 的 机密性 与 安全性 。|r n p d v n u n c n w
004760|S001711_P0005_T00|142|这 公司 在 这 蓝牙 设计 秘密 改变 改变 安全|这 家 公 司 在 逐 步 完 善 蓝 牙 的 机 密 性 与 安 全 性 。|这家 公司 在 逐步 完善 蓝牙 的 机密性 与 安全性 。|r n p d v n u n c n w
004761|S001712_P0000_T00|217|蓝牙 奖 是 什么 鼓励 蓝牙 技术 改变 配 配 花钱 变 小|蓝 牙 奖 项 是 为 了 鼓 励 蓝 牙 低 功 耗 技 术 而 设 置 的 。|蓝牙 奖项 是 为了 鼓励 蓝牙 低 功耗 技术 而 设置 的 。|ns n v p v n a n n c v u w
004762|S001712_P0004_T00|210|蓝牙 奖 是 什么 鼓励 蓝牙 技术 改变 配 配 花钱 变 小|蓝 牙 奖 项 是 为 了 鼓 励 蓝 牙 低 功 耗 技 术 而 设 置 的 。|蓝牙 奖项 是 为了 鼓励 蓝牙 低 功耗 技术 而 设置 的 。|ns n v p v n a n n c v u w
004763|S001712_P0005_T00|211|蓝牙 奖 是 什么 鼓励 蓝牙 技术 改变 配 配 花钱 变 小|蓝 牙 奖 项 是 为 了 鼓 励 蓝 牙 低 功 耗 技 术 而 设 置 的 。|蓝牙 奖项 是 为了 鼓励 蓝牙 低 功耗 技术 而 设置 的 。|ns n v p v n a n n c v u w
004764|S001713_P0000_T00|102|我 教 电脑 找 蓝牙 方法|我 教 你 如 何 在 电 脑 上 找 到 蓝 牙 设 置 。|我 教 你 如何 在 电脑 上 找到 蓝牙 设置 。|r v r r p n v v n v w
004765|S001713_P0004_T00|102|我 教 电脑 找 蓝牙 方法|我 教 你 如 何 在 电 脑 上 找 到 蓝 牙 设 置 。|我 教 你 如何 在 电脑 上 找到 蓝牙 设置 。|r v r r p n v v n v w
004766|S001713_P0005_T00|100|我 教 电脑 找 蓝牙 方法|我 教 你 如 何 在 电 脑 上 找 到 蓝 牙 设 置 。|我 教 你 如何 在 电脑 上 找到 蓝牙 设置 。|r v r r p n v v n v w
004767|S001714_P0000_T00|113|他 建议 我 电脑 增加 装 蓝牙|他 建 议 我 在 电 脑 上 装 一 个 蓝 牙 驱 动 。|他 建议 我 在 电脑 上装 一个 蓝牙 驱动 。|r v r p n v m n v w
004768|S001714_P0004_T00|100|他 建议 我 电脑 增加 装 蓝牙|他 建 议 我 在 电 脑 上 装 一 个 蓝 牙 驱 动 。|他 建议 我 在 电脑 上装 一个 蓝牙 驱动 。|r v r p n v m n v w
004769|S001714_P0005_T00|115|他 建议 我 电脑 增加 装 蓝牙|他 建 议 我 在 电 脑 上 装 一 个 蓝 牙 驱 动 。|他 建议 我 在 电脑 上装 一个 蓝牙 驱动 。|r v r p n v m n v w
004770|S001715_P0000_T00|125|这 大概 导致 网络 流量 问题|这 也 许 会 导 致 网 络 流 量 问 题 。|这 也许 会 导致 网络 流量 问题 。|r d v v n n n w
004771|S001715_P0004_T00|115|这 大概 导致 网络 流量 问题|这 也 许 会 导 致 网 络 流 量 问 题 。|这 也许 会 导致 网络 流量 问题 。|r d v v n n n w
004772|S001715_P0005_T00|120|这 大概 导致 网络 流量 问题|这 也 许 会 导 致 网 络 流 量 问 题 。|这 也许 会 导致 网络 流量 问题 。|r d v v n n n w
004773|S001716_P0000_T00|174|我们 减 网络 流量 资源 花钱 努力|我 们 尽 量 减 少 网 络 流 量 和 资 源 消 耗 。|我们 尽量 减少 网络 流量 和 资源 消耗 。|r d v n n c n vn w
004774|S001716_P0004_T00|145|我们 减 网络 流量 资源 花钱 努力|我 们 尽 量 减 少 网 络 流 量 和 资 源 消 耗 。|我们 尽量 减少 网络 流量 和 资源 消耗 。|r d v n n c n vn w
004775|S001716_P0005_T00|175|我们 减 网络 流量 资源 花钱 努力|我 们 尽 量 减 少 网 络 流 量 和 资 源 消 耗 。|我们 尽量 减少 网络 流量 和 资源 消耗 。|r d v n n c n vn w
004776|S001717_P0000_T00|147|程序 不用 关闭 关闭 可以 帮助 我 节省 流量|关 闭 不 必 需 的 一 些 程 序 ， 可 以 帮 助 我 们 节 省 流 量 。|关闭 不 必需 的 一些 程序 ， 可以 帮助 我们 节省 流量 。|v d v u m n w v v r v n w
004777|S001717_P0004_T00|148|程序 不用 关闭 关闭 可以 帮助 我 节省 流量|关 闭 不 必 需 的 一 些 程 序 ， 可 以 帮 助 我 们 节 省 流 量 。|关闭 不 必需 的 一些 程序 ， 可以 帮助 我们 节省 流量 。|v d v u m n w v v r v n w
004778|S001717_P0005_T00|151|程序 不用 关闭 关闭 可以 帮助 我 节省 流量|关 闭 不 必 需 的 一 些 程 序 ， 可 以 帮 助 我 们 节 省 流 量 。|关闭 不 必需 的 一些 程序 ， 可以 帮助 我们 节省 流量 。|v d v u m n w v v r v n w
004779|S001718_P0000_T00|104|动 公司 推荐 多 流量|移 动 公 司 会 不 断 推 出 新 的 数 据 流 量 套 餐 。|移动 公司 会 不断 推出 新 的 数据 流量 套餐 。|vn n v d v a u n n n w
004780|S001718_P0004_T00|104|动 公司 推荐 多 流量|移 动 公 司 会 不 断 推 出 新 的 数 据 流 量 套 餐 。|移动 公司 会 不断 推出 新 的 数据 流量 套餐 。|vn n v d v a u n n n w
004781|S001718_P0005_T00|114|动 公司 推荐 多 流量|移 动 公 司 会 不 断 推 出 新 的 数 据 流 量 套 餐 。|移动 公司 会 不断 推出 新 的 数据 流量 套餐 。|vn n v d v a u n n n w
004782|S001719_P0000_T00|73|这 路 车 车 车 多|这 条 街 的 车 流 量 比 较 大 。|这 条 街 的 车流量 比较 大 。|r q n u n d a w
004783|S001719_P0004_T00|62|这 路 车 车 车 多|这 条 街 的 车 流 量 比 较 大 。|这 条 街 的 车流量 比较 大 。|r q n u n d a w
004784|S001719_P0005_T00|73|这 路 车 车 车 多|这 条 街 的 车 流 量 比 较 大 。|这 条 街 的 车流量 比较 大 。|r q n u n d a w
004785|S001720_P0000_T00|133|我们 发明 1 程序 监视 网络 流量|我 们 开 发 了 一 个 程 序 来 监 控 网 络 流 量 。|我们 开发 了 一个 程序 来 监控 网络 流量 。|r v u m n v v n n w
004786|S001720_P0004_T00|127|我们 发明 1 程序 监视 网络 流量|我 们 开 发 了 一 个 程 序 来 监 控 网 络 流 量 。|我们 开发 了 一个 程序 来 监控 网络 流量 。|r v u m n v v n n w
004787|S001720_P0005_T00|127|我们 发明 1 程序 监视 网络 流量|我 们 开 发 了 一 个 程 序 来 监 控 网 络 流 量 。|我们 开发 了 一个 程序 来 监控 网络 流量 。|r v u m n v v n n w
004788|S001721_P0000_T00|72|商业 人流 多|商 业 区 的 人 流 量 普 遍 偏 大 。|商业区 的 人流量 普遍 偏 大 。|n u n ad v a w
004789|S001721_P0004_T00|69|商业 人流 多|商 业 区 的 人 流 量 普 遍 偏 大 。|商业区 的 人流量 普遍 偏 大 。|n u n ad v a w
004790|S001721_P0005_T00|77|商业 人流 多|商 业 区 的 人 流 量 普 遍 偏 大 。|商业区 的 人流量 普遍 偏 大 。|n u n ad v a w
004791|S001722_P0000_T00|225|等 车 房子 这 人流 多 人 身份 好 坏 乱|候 车 室 人 流 量 大 ， 人 员 构 成 复 杂 。|候车室 人流量 大 ， 人员 构成 复杂 。|n n a w n v a w
004792|S001722_P0004_T00|221|等 车 房子 这 人流 多 人 身份 好 坏 乱|候 车 室 人 流 量 大 ， 人 员 构 成 复 杂 。|候车室 人流量 大 ， 人员 构成 复杂 。|n n a w n v a w
004793|S001722_P0005_T00|219|等 车 房子 这 人流 多 人 身份 好 坏 乱|候 车 室 人 流 量 大 ， 人 员 构 成 复 杂 。|候车室 人流量 大 ， 人员 构成 复杂 。|n n a w n v a w
004794|S001723_P0000_T00|191|这 公司 有 免费 找 网络 手机 流量 有 多少 服务|这 家 公 司 提 供 了 免 费 的 话 费 流 量 套 餐 查 询 服 务 。|这家 公司 提供 了 免费 的 话费 流量 套餐 查询 服务 。|r n v u v u n n n v v w
004795|S001723_P0004_T00|178|这 公司 有 免费 找 网络 手机 流量 有 多少 服务|这 家 公 司 提 供 了 免 费 的 话 费 流 量 套 餐 查 询 服 务 。|这家 公司 提供 了 免费 的 话费 流量 套餐 查询 服务 。|r n v u v u n n n v v w
004796|S001723_P0005_T00|181|这 公司 有 免费 找 网络 手机 流量 有 多少 服务|这 家 公 司 提 供 了 免 费 的 话 费 流 量 套 餐 查 询 服 务 。|这家 公司 提供 了 免费 的 话费 流量 套餐 查询 服务 。|r n v u v u n n n v v w
004797|S001724_P0000_T00|204|过节 火车 时间 期 这 地方 人流 达到 年 1 最 高|春 运 期 间 ， 这 个 地 方 的 车 流 量 达 到 了 一 年 的 最 高 值 。|春运 期间 ， 这个 地方 的 车流量 达到 了 一 年 的 最高 值 。|j f w r n u n v u m q u j n w
004798|S001724_P0004_T00|205|过节 火车 时间 期 这 地方 人流 达到 年 1 最 高|春 运 期 间 ， 这 个 地 方 的 车 流 量 达 到 了 一 年 的 最 高 值 。|春运 期间 ， 这个 地方 的 车流量 达到 了 一 年 的 最高 值 。|j f w r n u n v u m q u j n w
004799|S001724_P0005_T00|204|过节 火车 时间 期 这 地方 人流 达到 年 1 最 高|春 运 期 间 ， 这 个 地 方 的 车 流 量 达 到 了 一 年 的 最 高 值 。|春运 期间 ， 这个 地方 的 车流量 达到 了 一 年 的 最高 值 。|j f w r n u n v u m q u j n w
004800|S001725_P0000_T00|136|少 公司 推荐 流量 卡|一 些 公 司 推 出 了 流 量 卡 。|一些 公司 推出 了 流量卡 。|m n v u n w
004801|S001725_P0004_T00|130|少 公司 推荐 流量 卡|一 些 公 司 推 出 了 流 量 卡 。|一些 公司 推出 了 流量卡 。|m n v u n w
004802|S001725_P0005_T00|140|少 公司 推荐 流量 卡|一 些 公 司 推 出 了 流 量 卡 。|一些 公司 推出 了 流量卡 。|m n v u n w
004803|S001726_P0000_T00|159|网 电脑 有 明星 被 评价 什么 流量 明星|网 络 上 ， 有 些 明 星 被 评 为 “ 流 量 明 星 ” 。|网络 上 ， 有些 明星 被 评为 “ 流量 明星 ” 。|n v w r n p v w n n w w
004804|S001726_P0004_T00|151|网 电脑 有 明星 被 评价 什么 流量 明星|网 络 上 ， 有 些 明 星 被 评 为 “ 流 量 明 星 ” 。|网络 上 ， 有些 明星 被 评为 “ 流量 明星 ” 。|n v w r n p v w n n w w
004805|S001726_P0005_T00|157|网 电脑 有 明星 被 评价 什么 流量 明星|网 络 上 ， 有 些 明 星 被 评 为 “ 流 量 明 星 ” 。|网络 上 ， 有些 明星 被 评为 “ 流量 明星 ” 。|n v w r n p v w n n w w
004806|S001727_P0000_T00|76|老 医生 脉搏|老 中 医 切 了 一 下 你 他 的 脉 搏 。|老中 医切 了 一下 你 他 的 脉搏 。|nr v u m r r u n w
004807|S001727_P0004_T00|63|老 医生 脉搏|老 中 医 切 了 一 下 你 他 的 脉 搏 。|老中 医切 了 一下 你 他 的 脉搏 。|nr v u m r r u n w
004808|S001727_P0005_T00|70|老 医生 脉搏|老 中 医 切 了 一 下 你 他 的 脉 搏 。|老中 医切 了 一下 你 他 的 脉搏 。|nr v u m r r u n w
004809|S001728_P0000_T00|149|他 准确 观众 脉搏 抓住 问题 重|他 切 准 了 群 众 的 脉 搏 ， 抓 住 了 问 题 的 要 害 。|他 切准 了 群众 的 脉搏 ， 抓住 了 问题 的 要害 。|r v u n u n w v u n u n w
004810|S001728_P0004_T00|133|他 准确 观众 脉搏 抓住 问题 重|他 切 准 了 群 众 的 脉 搏 ， 抓 住 了 问 题 的 要 害 。|他 切准 了 群众 的 脉搏 ， 抓住 了 问题 的 要害 。|r v u n u n w v u n u n w
004811|S001728_P0005_T00|151|他 准确 观众 脉搏 抓住 问题 重|他 切 准 了 群 众 的 脉 搏 ， 抓 住 了 问 题 的 要 害 。|他 切准 了 群众 的 脉搏 ， 抓住 了 问题 的 要害 。|r v u n u n w v u n u n w
004812|S001729_P0000_T00|184|我们 必须 根据 脉搏 时间 和 时间 涨|我 们 应 当 紧 紧 把 握 时 代 脉 搏 ， 与 时 俱 进 。|我们 应当 紧紧 把握 时代 脉搏 ， 与时俱进 。|r v d v n n w i w
004813|S001729_P0004_T00|174|我们 必须 根据 脉搏 时间 和 时间 涨|我 们 应 当 紧 紧 把 握 时 代 脉 搏 ， 与 时 俱 进 。|我们 应当 紧紧 把握 时代 脉搏 ， 与时俱进 。|r v d v n n w i w
004814|S001729_P0005_T00|177|我们 必须 根据 脉搏 时间 和 时间 涨|我 们 应 当 紧 紧 把 握 时 代 脉 搏 ， 与 时 俱 进 。|我们 应当 紧紧 把握 时代 脉搏 ， 与时俱进 。|r v d v n n w i w
004815|S001730_P0000_T00|148|快 死 人 脉搏 脉搏 脉搏 慢 弱|垂 死 者 的 脉 搏 微 弱 地 跳 动 着 。|垂死者 的 脉搏 微弱 地 跳动 着 。|n u n a u v u w
004816|S001730_P0004_T00|135|快 死 人 脉搏 脉搏 脉搏 慢 弱|垂 死 者 的 脉 搏 微 弱 地 跳 动 着 。|垂死者 的 脉搏 微弱 地 跳动 着 。|n u n a u v u w
004817|S001730_P0005_T00|146|快 死 人 脉搏 脉搏 脉搏 慢 弱|垂 死 者 的 脉 搏 微 弱 地 跳 动 着 。|垂死者 的 脉搏 微弱 地 跳动 着 。|n u n a u v u w
004818|S001731_P0000_T00|229|回忆 过去 我们 一直 可以 看 价格 脉搏 遇 变 变|回 顾 过 去 ， 我 们 总 是 能 够 察 觉 到 价 格 的 脉 搏 ， 作 出 相 应 的 反 应 。|回顾 过去 ， 我们 总是 能够 察觉 到 价格 的 脉搏 ， 作出 相应 的 反应 。|v t w r d v v v n u n w v v u vn w
004819|S001731_P0004_T00|218|回忆 过去 我们 一直 可以 看 价格 脉搏 遇 变 变|回 顾 过 去 ， 我 们 总 是 能 够 察 觉 到 价 格 的 脉 搏 ， 作 出 相 应 的 反 应 。|回顾 过去 ， 我们 总是 能够 察觉 到 价格 的 脉搏 ， 作出 相应 的 反应 。|v t w r d v v v n u n w v v u vn w
004820|S001731_P0005_T00|229|回忆 过去 我们 一直 可以 看 价格 脉搏 遇 变 变|回 顾 过 去 ， 我 们 总 是 能 够 察 觉 到 价 格 的 脉 搏 ， 作 出 相 应 的 反 应 。|回顾 过去 ， 我们 总是 能够 察觉 到 价格 的 脉搏 ， 作出 相应 的 反应 。|v t w r d v v v n u n w v v u vn w
004821|S001732_P0000_T00|105|这 病 人 脉搏 有 点 点|这 位 患 者 还 有 一 丝 脉 搏 的 迹 象 。|这位 患者 还有 一 丝 脉搏 的 迹象 。|r n v m q n u n w
004822|S001732_P0004_T00|94|这 病 人 脉搏 有 点 点|这 位 患 者 还 有 一 丝 脉 搏 的 迹 象 。|这位 患者 还有 一 丝 脉搏 的 迹象 。|r n v m q n u n w
004823|S001732_P0005_T00|100|这 病 人 脉搏 有 点 点|这 位 患 者 还 有 一 丝 脉 搏 的 迹 象 。|这位 患者 还有 一 丝 脉搏 的 迹象 。|r n v m q n u n w
